,Date,BTC-USD,ETH-USD,USDT-USD,XRP-USD,BNB-USD,SOL-USD,USDC-USD,DOGE-USD,ADA-USD,TRX-USD,LINK-USD,TON-USD,AVAX-USD,LEO-USD,XLM-USD,HBAR-USD,SHIB-USD,SUI-USD,DOT-USD,LTC-USD,OM-USD,BCH-USD,PI-USD,BGB-USD,HYPE-USD,USDe-USD,DAI-USD,UNI-USD,XMR-USD,APT-USD,NEAR-USD,PEPE-USD,OKB-USD,ICP-USD,ONDO-USD,CRO-USD,AAVE-USD,MNT-USD,ETC-USD,FDUSD-USD,POL-USD,TRUMP-USD,VET-USD,ENA-USD,TIA-USD,GT-USD,FIL-USD,KAS-USD,RENDER-USD,ATOM-USD,ARB-USD,ALGO-USD,S-USD,JUP-USD,DEXE-USD,OP-USD,KCS-USD,FET-USD,XDC-USD,IMX-USD,MOVE-USD,WLD-USD,MKR-USD,BONK-USD,STX-USD,INJ-USD,GRT-USD,SEI-USD,THETA-USD,FORM-USD,LDO-USD,QNT-USD,EOS-USD,FLR-USD,GALA-USD,PYUSD-USD,CAKE-USD,XAUt-USD,SAND-USD,XTZ-USD,NEXO-USD,JTO-USD,BSV-USD,IOTA-USD,BTT-USD,FLOW-USD,PAXG-USD,FLOKI-USD,CRV-USD,KAIA-USD,ENS-USD,JASMY-USD,PYTH-USD,HNT-USD,NEO-USD,AXS-USD,SPX-USD
0,2020-01-01,7200.17431640625,130.802001953125,0.9998360276222229,0.19266700744628906,13.689083099365234,,1.004078984260559,0.00203300011344254,0.03345799818634987,0.013249999843537807,1.8066400289535522,,,0.8199599981307983,0.045451000332832336,0.010439000092446804,,,,42.01771926879883,,204.3975372314453,0.00406600022688508,,,,1.0002429485321045,0.0025859999004751444,45.753543853759766,,,,2.621654987335205,,,0.033973000943660736,,,4.502791881561279,,,0.009577999822795391,0.005367000121623278,,,0.35343998670578003,3.844520092010498,,,4.380157947540283,0.0005869999877177179,0.2199379950761795,,0.015194999985396862,,,0.9099050164222717,0.03850900009274483,0.0010219999821856618,,,,437.3314514160156,,0.0987740010023117,,,,0.0869629979133606,,,3.8213319778442383,2.597235918045044,,,,,,,1.37021005153656,0.09784200042486191,,97.20179748535156,,0.0002849999873433262,,1528.142333984375,,,,,,,,8.84899616241455,,
1,2020-01-02,6985.47021484375,127.4101791381836,1.0015649795532227,0.1880429983139038,13.027010917663574,,1.0050170421600342,0.0020089999306946993,0.03275100141763687,0.01286999974399805,1.7411439418792725,,,0.8218200206756592,0.04411200061440468,0.010080000385642052,,,,39.82301330566406,,195.6985626220703,0.003869999898597598,,,,0.9978229999542236,0.002561999950557947,45.74946975708008,,,,2.548616886138916,,,0.032857999205589294,,,4.255887985229492,,,0.009077999740839005,0.005096999928355217,,,0.3424229919910431,4.459174156188965,,,4.0918169021606445,0.0005869999877177179,0.21351799368858337,,0.015194999985396862,,,0.8636289834976196,0.036591000854969025,0.0009710000013001263,,,,425.4354553222656,,0.0897430032491684,,,,0.08502499759197235,,,3.5347769260406494,2.4623770713806152,,,,,,,1.241036057472229,0.10508500039577484,,92.8379135131836,,0.0002739999908953905,,1525.2001953125,,,,,,,,8.493940353393555,,
2,2020-01-03,7344.88427734375,134.1717071533203,1.0041919946670532,0.19352099299430847,13.660451889038086,,1.0052729845046997,0.002145000034943223,0.03418000042438507,0.013434999622404575,1.8097079992294312,,,0.8514789938926697,0.04523399844765663,0.010382999666035175,,,,42.41557312011719,,222.41297912597656,0.003994000144302845,,,,1.0021849870681763,0.0033319999929517508,51.092037200927734,,,,2.6458590030670166,,,0.03466600179672241,,,4.576237201690674,,,0.012928999960422516,0.005336000118404627,,,0.3547320067882538,3.420578956604004,,,4.247897148132324,0.0005869999877177179,0.22809800505638123,,0.015194999985396862,,,0.9311680197715759,0.03917999938130379,0.0010300000431016088,,,,433.53155517578125,,0.0946820005774498,,,,0.08747199922800064,,,3.644010066986084,2.6376609802246094,,,,,,,1.2822250127792358,0.10752999782562256,,102.6099624633789,,0.00028700000257231295,,1537.1595458984375,,,,,,,,8.88754653930664,,
3,2020-01-04,7410.65673828125,135.06936645507812,1.007472038269043,0.19435499608516693,13.891511917114258,,1.0094660520553589,0.0022410000674426556,0.034595001488924026,0.013520999811589718,1.8401329517364502,,,0.8518829941749573,0.046271998435258865,0.011203000321984291,,,,43.32660675048828,,226.01869201660156,0.004095000214874744,,,,1.007794976234436,0.003702000016346574,50.53669357299805,,,,2.662839889526367,,,0.034689001739025116,,,4.726841926574707,,,0.011517999693751335,0.005673000123351812,,,0.35736098885536194,3.270750045776367,,,4.286355972290039,0.0005869999877177179,0.23638199269771576,,0.015194999985396862,,,1.0030560493469238,0.040504999458789825,0.0010290000354871154,,,,440.24700927734375,,0.09513899683952332,,,,0.09374500066041946,,,3.5269699096679688,2.6678409576416016,,,,,,,1.2619420289993286,0.11412899941205978,,109.6670913696289,,0.00028899998869746923,,1546.6805419921875,,,,,,,,9.152634620666504,,
4,2020-01-05,7411.3173828125,136.2767791748047,1.0061969757080078,0.1955370008945465,14.111019134521484,,1.0084969997406006,0.0024190000258386135,0.034720998257398605,0.013623000122606754,1.8077869415283203,,,0.8569830060005188,0.04535900056362152,0.011760000139474869,,,,43.55320739746094,,224.09652709960938,0.004015999846160412,,,,1.0076349973678589,0.0033569999504834414,54.096893310546875,,,,2.6802830696105957,,,0.03461800143122673,,,4.907898902893066,,,0.012143000029027462,0.005504000000655651,,,0.3900899887084961,3.4963390827178955,,,4.231876850128174,0.0005869999877177179,0.2316569983959198,,0.015194999985396862,,,1.0437790155410767,0.03867800161242485,0.0009730000165291131,,,,442.0890197753906,,0.09275700151920319,,,,0.09428899735212326,,,3.584027051925659,2.7016310691833496,,,,,,,1.2635689973831177,0.11602199822664261,,110.8650894165039,,0.0002899999963119626,,1547.7525634765625,,,,,,,,9.068814277648926,,
5,2020-01-06,7769.21923828125,144.3041534423828,1.0029029846191406,0.22150999307632446,14.957807540893555,,1.0031189918518066,0.0024629998952150345,0.037271998822689056,0.014547999948263168,1.937466025352478,,,0.8716999888420105,0.04912399873137474,0.011342000216245651,,,,45.81635284423828,,244.5572052001953,0.004182000178843737,,,,1.0030219554901123,0.00344299990683794,58.970916748046875,,,,2.8029909133911133,,,0.03652900084853172,,,5.046119213104248,,,0.012509999796748161,0.005735000129789114,,,0.38857901096343994,3.7768590450286865,,,4.1049418449401855,0.0005869999877177179,0.24214500188827515,,0.015194999985396862,,,1.0908950567245483,0.039489999413490295,0.0010400000028312206,,,,464.474365234375,,0.09652800112962723,,,,0.09923099726438522,,,3.3819549083709717,2.85638689994812,,,,,,,1.3054859638214111,0.11501599848270416,,117.81404113769531,,0.00030899999546818435,,1539.7396240234375,,,,,,,,9.773406028747559,,
6,2020-01-07,8163.6923828125,143.5439910888672,1.001723051071167,0.21391700208187103,15.009249687194824,,0.9994999766349792,0.002432999899610877,0.037046998739242554,0.014372999779880047,2.114098072052002,,,0.8857179880142212,0.049837999045848846,0.011037000454962254,,,,46.424583435058594,,243.2584991455078,0.00419300002977252,,,,0.9960110187530518,0.0035500000230968,58.818294525146484,,,,2.8901820182800293,,,0.03821900114417076,,,4.834597110748291,,,0.011769999749958515,0.005590000189840794,,,0.3951840102672577,4.592199802398682,,,4.096039772033691,0.0005869999877177179,0.23093000054359436,,0.015194999985396862,,,1.0815349817276,0.03746100142598152,0.001019999966956675,,,,469.8860168457031,,0.09653399884700775,,,,0.0958930030465126,,,3.8995490074157715,2.8534419536590576,,,,,,,1.298295021057129,0.1161549985408783,,114.06281280517578,,0.00029299999005161226,,1538.2786865234375,,,,,,,,9.821852684020996,,
7,2020-01-08,8079.86279296875,141.2581329345703,1.0042530298233032,0.20902599394321442,14.602933883666992,,1.0046030282974243,0.0022929999977350235,0.036435000598430634,0.014069000259041786,2.183605909347534,,,0.9015269875526428,0.04871699959039688,0.010276000015437603,,,,45.65376663208008,,241.0552215576172,0.004162000026553869,,,,1.0059679746627808,0.00356299988925457,59.46417236328125,,,,2.810468912124634,,,0.040192000567913055,,,4.973395824432373,,,0.011202000081539154,0.005520999897271395,,,0.3838070034980774,4.206837177276611,,,4.010639190673828,0.0005869999877177179,0.2299090027809143,,0.015194999985396862,,,1.0534820556640625,0.0370279997587204,0.0010770000517368317,,,,484.58209228515625,,0.0917079970240593,,,,0.09774500131607056,,,3.540213108062744,2.7893788814544678,,,,,,,1.3336089849472046,0.11975300312042236,,114.17337036132812,,0.000295000005280599,,1575.6014404296875,,,,,,,,9.52566146850586,,
8,2020-01-09,7879.0712890625,138.9792022705078,1.006572961807251,0.20489899814128876,14.498313903808594,,1.007030963897705,0.0022559999488294125,0.03635900095105171,0.014062999747693539,2.186048984527588,,,0.8698599934577942,0.04645799845457077,0.010173000395298004,,,,45.2159309387207,,239.2226104736328,0.0041160001419484615,,,,1.005149006843567,0.0037700000684708357,59.19731521606445,,,,2.85178804397583,,,0.03874099999666214,,,5.212575912475586,,,0.010599999688565731,0.005367000121623278,,,0.3882189989089966,3.9837419986724854,,,4.263191223144531,0.0005869999877177179,0.2245199978351593,,0.015194999985396862,,,1.0392509698867798,0.03777499869465828,0.0010310000507161021,,,,462.1171875,,0.09171099960803986,,,,0.09237100183963776,,,3.3877511024475098,2.763669967651367,,,,,,,1.2899290323257446,0.10957299917936325,,117.74229431152344,,0.0002899999963119626,,1567.3685302734375,,,,,,,,9.440098762512207,,
9,2020-01-10,8166.55419921875,143.96377563476562,1.0014619827270508,0.21230599284172058,15.025826454162598,,1.0008219480514526,0.0023560000117868185,0.03687399998307228,0.014613999985158443,2.223958969116211,,,0.8704959750175476,0.04640199989080429,0.010615999810397625,,,,48.72732925415039,,270.72528076171875,0.004201999865472317,,,,1.002166986465454,0.003633999964222312,58.57402801513672,,,,2.8902409076690674,,,0.04045899957418442,,,5.33574914932251,,,0.010192000307142735,0.005452000070363283,,,0.3884440064430237,4.138169765472412,,,4.263615131378174,0.0005869999877177179,0.2263299971818924,,0.015194999985396862,,,1.0265940427780151,0.03650600090622902,0.0010499999625608325,,,,476.68011474609375,,0.09123499691486359,,,,0.0949769988656044,,,3.367698907852173,2.967971086502075,,,,,,,1.3062599897384644,0.11946599930524826,,171.1642303466797,,0.0002969999914057553,,1514.934814453125,,,,,,,,9.862520217895508,,
