,ticker_1,ticker_2,correlation,p1_stationary,p2_stationary,p_cointegration1,p_cointegration2,p_coint_avg,p_coint_min,p_coint_max
466,STX-USD,FIL-USD,0.742603178210556,0.5097074929040193,0.12961118856112314,0.3876800028300795,0.13556735579527707,0.26162367931267827,0.13556735579527707,0.3876800028300795
467,SAND-USD,NEAR-USD,0.7423401142246283,0.17400553227694088,0.06029034976459499,0.009951720112590372,0.0016698912133797682,0.00581080566298507,0.0016698912133797682,0.009951720112590372
468,FIL-USD,BCH-USD,0.741977828327466,0.12961118856112314,0.11326969973687262,0.007667801164230329,0.005335726220111766,0.006501763692171048,0.005335726220111766,0.007667801164230329
469,BGB-USD,LEO-USD,0.7412223184059561,0.9959896223745187,0.9745982120173031,0.468235799160282,0.19019785984433346,0.32921682950230774,0.19019785984433346,0.468235799160282
470,XRP-USD,BTC-USD,0.7405802851080084,0.9626531414549545,0.9654871239148519,0.4915953474471743,0.25933439652934637,0.37546487198826034,0.25933439652934637,0.4915953474471743
471,XAUt-USD,FET-USD,0.7403755248924639,0.9727005236422187,0.14893999475784947,0.6948687101902582,0.0761798348730657,0.38552427253166194,0.0761798348730657,0.6948687101902582
472,GT-USD,ETH-USD,0.740140682942243,0.999079048442825,0.2945516390598798,1.0,0.9860477867088668,0.9930238933544334,0.9860477867088668,1.0
473,VET-USD,DOGE-USD,0.7392804702157395,0.043741794496021606,0.07521340203989176,,,,,
474,ICP-USD,TON-USD,0.7391949243865579,0.01729771155688287,0.2641355071055744,,,,,
475,JASMY-USD,KAS-USD,0.739182098417562,0.7706219006518495,0.6709424923707794,0.47890859086824766,0.4906241966187495,0.4847663937434986,0.47890859086824766,0.4906241966187495
476,XAUt-USD,GT-USD,0.738722402492099,0.9727005236422187,0.9990778672678763,0.4468449227056513,0.9848342824599106,0.7158396025827809,0.4468449227056513,0.9848342824599106
477,EOS-USD,LTC-USD,0.738557457546833,0.41686967021358007,0.2103245670274247,0.4624880935867928,0.39025264190003134,0.4263703677434121,0.39025264190003134,0.4624880935867928
478,CAKE-USD,XLM-USD,0.7385094104842447,0.24406290499693856,0.31229210130499246,0.7187652614445043,0.8454163306018894,0.7820907960231969,0.7187652614445043,0.8454163306018894
479,MOVE-USD,FIL-USD,0.7377484415081469,0.04170120270630093,0.0012840773789144565,,,,,
480,NEO-USD,MKR-USD,0.7376595004300976,0.06934641433337502,0.1582630399334884,0.31705149295448987,0.43291191422841796,0.3749817035914539,0.31705149295448987,0.43291191422841796
481,XMR-USD,DOGE-USD,0.7375692542926907,0.09629483712039766,0.07521340203989176,0.08904390129178574,0.05393088959740932,0.07148739544459753,0.05393088959740932,0.08904390129178574
482,QNT-USD,XDC-USD,0.7369833027301685,0.20067424319827626,0.3945205647904032,0.17241976179145502,0.23753900256463234,0.20497938217804368,0.17241976179145502,0.23753900256463234
483,AAVE-USD,TON-USD,0.7368344507665543,0.20165320520486646,0.3353322227763141,0.033975529222865064,0.04728400414518315,0.040629766684024106,0.033975529222865064,0.04728400414518315
484,DEXE-USD,HBAR-USD,0.7365453776063676,0.18532151361651944,0.3921725906793253,0.031402576033008466,0.10897345538957942,0.07018801571129395,0.031402576033008466,0.10897345538957942
485,PAXG-USD,FET-USD,0.7363686338107956,0.974527409597172,0.1488123435611164,0.7216483895183567,0.07213526650396104,0.3968918280111589,0.07213526650396104,0.7216483895183567
486,BTT-USD,AAVE-USD,0.7363070950667919,0.17266806043186356,0.20165320520486646,0.009302168974060315,0.028498434502458415,0.018900301738259365,0.009302168974060315,0.028498434502458415
487,RENDER-USD,TRX-USD,0.7361967218806038,0.3523441951497079,0.9402834505973479,0.21799801158134652,0.6331295965312861,0.42556380405631633,0.21799801158134652,0.6331295965312861
488,MKR-USD,DOGE-USD,0.7356813070796265,0.1582630399334884,0.07521340203989176,0.8878128943815606,0.8162793699421372,0.8520461321618489,0.8162793699421372,0.8878128943815606
489,XLM-USD,XRP-USD,0.7353664403090866,0.3203877542421859,0.9626531414549545,0.6927442281434586,1.0,0.8463721140717293,0.6927442281434586,1.0
490,CAKE-USD,PI-USD,0.7350905755525713,0.24406290499693856,0.04678944889355664,,,,,
491,FLOW-USD,ICP-USD,0.7350117499710785,0.43961950396237,0.01729771155688287,,,,,
492,FORM-USD,XMR-USD,0.7347525145563183,0.020504263514043896,0.12253960809485503,,,,,
493,MKR-USD,LTC-USD,0.7336424653127811,0.1582630399334884,0.2103245670274247,0.4927940500956936,0.5822783223288568,0.5375361862122752,0.4927940500956936,0.5822783223288568
494,TON-USD,ADA-USD,0.7336324540986382,0.20338224358772516,0.22719953745610094,0.021012975351892515,0.029000709917165357,0.025006842634528938,0.021012975351892515,0.029000709917165357
495,XTZ-USD,THETA-USD,0.733086633501995,0.31849921913613366,0.1492778838825759,0.1405802688961847,0.03878151907176756,0.08968089398397612,0.03878151907176756,0.1405802688961847
496,APT-USD,AVAX-USD,0.7330011967292528,1.8665378638223977e-05,0.08483858791368276,,,,,
497,KCS-USD,ATOM-USD,0.7322336340384982,0.2709839113604968,0.19112106943699508,0.08270818084702414,0.05959777373099385,0.07115297728900899,0.05959777373099385,0.08270818084702414
498,THETA-USD,DEXE-USD,0.7317491628375429,0.1695670064717067,0.18532151361651944,0.6817566887189664,0.4977157145673884,0.5897362016431774,0.4977157145673884,0.6817566887189664
499,NEXO-USD,POL-USD,0.7310517952553578,0.05017369634391358,0.4957827565824214,0.018245543909654133,0.6304824523959708,0.32436399815281247,0.018245543909654133,0.6304824523959708
500,ENS-USD,DEXE-USD,0.7310439419755782,0.054455084304478624,0.8307913654628156,1.378658372669338e-05,0.15677054410591812,0.0783921653448224,1.378658372669338e-05,0.15677054410591812
501,BTT-USD,XLM-USD,0.7307378068988155,0.17488704924471832,0.3203877542421859,0.12954722004522462,0.2632220773943116,0.1963846487197681,0.12954722004522462,0.2632220773943116
502,FIL-USD,XMR-USD,0.7303772175073402,0.12961118856112314,0.09629483712039766,0.085464394039657,0.08227668007408495,0.08387053705687098,0.08227668007408495,0.085464394039657
503,DOGE-USD,BTC-USD,0.7302812076222959,0.07521340203989176,0.9654871239148519,0.007299644628249094,0.31149324324581096,0.15939644393703004,0.007299644628249094,0.31149324324581096
504,LEO-USD,BTC-USD,0.7297332163477362,0.9807945067918086,0.9654871239148519,0.7706703240772539,0.7226362430641979,0.7466532835707259,0.7226362430641979,0.7706703240772539
505,POL-USD,DOT-USD,0.7280786540682748,0.4957827565824214,8.899576752689843e-06,,,,,
506,XDC-USD,XRP-USD,0.7279343927273692,0.3945205647904032,0.9626531414549545,0.6475010109395645,0.9827226562727174,0.8151118336061409,0.6475010109395645,0.9827226562727174
507,INJ-USD,BTC-USD,0.7279030839281705,0.3673768912655453,0.9415061421697831,0.7320119604042333,0.9824935638432747,0.857252762123754,0.7320119604042333,0.9824935638432747
508,FORM-USD,LTC-USD,0.7276452824963892,0.020504263514043896,0.3227138444391584,,,,,
509,ATOM-USD,NEAR-USD,0.7272964344447306,0.2709759144694174,0.06029034976459499,0.42332868170577603,0.1873894691361493,0.30535907542096263,0.1873894691361493,0.42332868170577603
510,FORM-USD,KAS-USD,0.7270787607345426,0.000991435634286468,0.6709424923707794,,,,,
511,HBAR-USD,TON-USD,0.7270257957716383,0.4013709522895412,0.20338224358772516,0.7556834786803486,0.5643165034212999,0.6599999910508243,0.5643165034212999,0.7556834786803486
512,ENS-USD,BNB-USD,0.726504130500564,0.054455084304478624,0.8310802697383661,0.01554242811151129,0.43064123861307,0.22309183336229066,0.01554242811151129,0.43064123861307
513,NEXO-USD,ETC-USD,0.7257779772818707,0.13705301752434623,0.058213974803486876,0.014892328852607021,0.007689616730036462,0.01129097279132174,0.007689616730036462,0.014892328852607021
514,XLM-USD,DOGE-USD,0.7252340185641324,0.3203877542421859,0.07521340203989176,0.49918468143648465,0.3022314327312182,0.40070805708385143,0.3022314327312182,0.49918468143648465
515,STX-USD,POL-USD,0.7246703036013511,0.0015903956316504068,0.4957827565824214,,,,,
516,BSV-USD,APT-USD,0.7245310438721336,0.0018503777563803983,1.8665378638223977e-05,,,,,
517,FORM-USD,AAVE-USD,0.7243966235530341,0.020504263514043896,0.5396834246984571,,,,,
518,ENS-USD,LTC-USD,0.7238539230531138,0.054455084304478624,4.141755660721784e-05,,,,,
519,TRX-USD,ETH-USD,0.7237545483732393,0.9592492139687313,0.2945516390598798,0.9696469255610372,0.6061366390222473,0.7878917822916423,0.6061366390222473,0.9696469255610372
520,BTT-USD,LINK-USD,0.7234161119303147,0.17488704924471832,0.18695943356765016,0.033868304689027816,0.0702522372725834,0.05206027098080561,0.033868304689027816,0.0702522372725834
521,FET-USD,TRX-USD,0.7230457156316666,0.1488123435611164,0.9592492139687313,0.05516334205855134,0.6096074267894831,0.3323853844240172,0.05516334205855134,0.6096074267894831
522,CAKE-USD,MKR-USD,0.7223934140242357,0.24406290499693856,0.10895554101453697,0.4917630196344892,0.3163147255203367,0.40403887257741294,0.3163147255203367,0.4917630196344892
523,ATOM-USD,CRO-USD,0.7221445735420847,0.19112106943699508,0.10245733889243858,0.004261129250319921,0.005133040944353814,0.004697085097336868,0.004261129250319921,0.005133040944353814
524,FLOW-USD,POL-USD,0.7221119030150354,7.438126707181329e-08,0.4957827565824214,,,,,
525,EOS-USD,BCH-USD,0.7220567194242419,0.41686967021358007,0.11326969973687262,0.8966098000965481,0.4312637760722349,0.6639367880843915,0.4312637760722349,0.8966098000965481
526,AXS-USD,SAND-USD,0.7219551796033279,0.3598935942172554,0.17623731964338685,0.06661378376571338,0.019603616618931338,0.04310870019232236,0.019603616618931338,0.06661378376571338
527,BSV-USD,AAVE-USD,0.7215746308174029,0.4195847506073263,0.20165320520486646,0.1872370753710108,0.13675647948291453,0.16199677742696267,0.13675647948291453,0.1872370753710108
528,XTZ-USD,ADA-USD,0.7213360601906077,0.31849921913613366,0.24845350157836088,0.32616498385315595,0.31615168580551467,0.3211583348293353,0.31615168580551467,0.32616498385315595
529,NEO-USD,HBAR-USD,0.7209292276530752,0.06934641433337502,0.3947652426586486,0.041020412822019986,0.13372671012219567,0.08737356147210783,0.041020412822019986,0.13372671012219567
530,CRV-USD,AVAX-USD,0.7209177387912017,0.12287029292030421,0.13933565730774095,0.2856953110171112,0.1871111530477959,0.23640323203245356,0.1871111530477959,0.2856953110171112
531,NEXO-USD,KAS-USD,0.7208941889388814,0.6259632566865592,0.6709424923707794,0.1585363360600212,0.13969477170085182,0.1491155538804365,0.13969477170085182,0.1585363360600212
532,BSV-USD,CAKE-USD,0.7208293146649877,0.4438462265993701,0.24406290499693856,0.23708158887198094,0.2521537179631458,0.24461765341756336,0.23708158887198094,0.2521537179631458
533,HBAR-USD,DOGE-USD,0.7208070353134023,0.3947652426586486,0.07521340203989176,0.016915791165310005,0.0029703997993820366,0.00994309548234602,0.0029703997993820366,0.016915791165310005
534,PI-USD,DOT-USD,0.7207966305349959,0.015280380199031557,0.33815806469182674,,,,,
535,XTZ-USD,ATOM-USD,0.7207606238324575,0.31849921913613366,0.19112106943699508,0.6064044266397165,0.4815315922993385,0.5439680094695275,0.4815315922993385,0.6064044266397165
536,PAXG-USD,LEO-USD,0.7207590699563091,0.974527409597172,0.9807945067918086,0.5336575015592244,0.6086439642161428,0.5711507328876836,0.5336575015592244,0.6086439642161428
537,ATOM-USD,VET-USD,0.7206159795358723,0.19112106943699508,0.043741794496021606,,,,,
538,APT-USD,ADA-USD,0.72017392635611,1.8665378638223977e-05,0.1921806011353801,,,,,
539,EOS-USD,THETA-USD,0.7198373892359887,0.41686967021358007,0.1492778838825759,0.09330682888183645,0.018519656500475837,0.05591324269115614,0.018519656500475837,0.09330682888183645
540,FORM-USD,XDC-USD,0.7194343136602941,0.020504263514043896,0.4450686005458069,,,,,
541,CRV-USD,CAKE-USD,0.7194074781510907,0.1232151290218026,0.24406290499693856,0.18514592373316613,0.108033260777256,0.14658959225521107,0.108033260777256,0.18514592373316613
542,DEXE-USD,KAS-USD,0.7189386710317516,0.9894120917816908,0.6709424923707794,0.8947731835675508,0.5600153703737651,0.727394276970658,0.5600153703737651,0.8947731835675508
543,NEO-USD,ENS-USD,0.718900322433652,4.27819560247279e-07,0.054455084304478624,,,,,
544,RENDER-USD,OKB-USD,0.7187523872849659,0.3523441951497079,0.6306508324853497,0.2381064343889448,0.389099620859286,0.3136030276241154,0.2381064343889448,0.389099620859286
545,ETC-USD,ETH-USD,0.7183547784040684,0.058213974803486876,0.2945516390598798,0.09737051825664356,0.4926207702088358,0.2949956442327397,0.09737051825664356,0.4926207702088358
546,BCH-USD,DOT-USD,0.7174005928089509,0.1659152940043031,0.33815806469182674,0.11435686941019918,0.1341084065432004,0.12423263797669978,0.11435686941019918,0.1341084065432004
547,XTZ-USD,POL-USD,0.7170010969317565,5.82837349884581e-06,0.4957827565824214,,,,,
548,WLD-USD,KAS-USD,0.7168506206885693,0.2582679671203602,0.6709424923707794,0.15118698128424324,0.39447541091007826,0.2728311960971608,0.15118698128424324,0.39447541091007826
549,XAUt-USD,LEO-USD,0.7167266729110826,0.9727005236422187,0.9798428491207097,0.5770388320404902,0.6147187765889949,0.5958788043147425,0.5770388320404902,0.6147187765889949
550,WLD-USD,BCH-USD,0.7166522405397416,0.2510743248519077,0.5530539755769917,0.08614600284068258,0.22813352220529137,0.15713976252298698,0.08614600284068258,0.22813352220529137
551,AXS-USD,KCS-USD,0.7163511878766464,0.3598935942172554,0.10871422322216745,0.278043554753033,0.12146381983391497,0.19975368729347398,0.12146381983391497,0.278043554753033
552,JUP-USD,DOT-USD,0.7160676237960063,0.01611058898059821,0.33815806469182674,,,,,
553,AAVE-USD,ICP-USD,0.7159390287076183,0.07131037450396804,0.01729771155688287,,,,,
554,NEXO-USD,BCH-USD,0.7155976175154353,0.13705301752434623,0.11326969973687262,0.1049157038666183,0.11870195543923101,0.11180882965292466,0.1049157038666183,0.11870195543923101
555,JUP-USD,KAS-USD,0.7142300640644762,0.2709326018343903,0.6709424923707794,0.05631391739816047,0.20768355050961307,0.13199873395388678,0.05631391739816047,0.20768355050961307
556,HBAR-USD,XRP-USD,0.714218958662619,0.3947652426586486,0.9626531414549545,0.5230942996257949,0.9601741108162122,0.7416342052210035,0.5230942996257949,0.9601741108162122
557,HNT-USD,VET-USD,0.7139143238877307,0.36903393366611026,0.04502695778586479,,,,,
558,FLOW-USD,BCH-USD,0.7126616378173884,0.27525229090413883,0.1814113013419451,0.11238965659335554,0.08555880893128748,0.0989742327623215,0.08555880893128748,0.11238965659335554
559,CRV-USD,TON-USD,0.7117468239770213,0.0460471844517673,0.20338224358772516,,,,,
560,CRV-USD,HBAR-USD,0.7116538431000514,1.5615731840826258e-14,0.41153227160367384,,,,,
561,BSV-USD,DOT-USD,0.7104269672189399,0.42875418114619374,0.33815806469182674,0.14800118046963845,0.09150681232933267,0.11975399639948556,0.09150681232933267,0.14800118046963845
562,AXS-USD,ADA-USD,0.710339188282316,0.3598935942172554,0.2270829701874965,0.24833473045699966,0.13516384797824588,0.19174928921762277,0.13516384797824588,0.24833473045699966
563,DEXE-USD,BTC-USD,0.7102681172615996,0.18532151361651944,0.9372997697576853,0.0491877287404604,0.45252692111874926,0.25085732492960483,0.0491877287404604,0.45252692111874926
564,XLM-USD,TON-USD,0.7101886824269474,0.3215117627616523,0.20338224358772516,0.3597394699373651,0.19330698913557215,0.27652322953646863,0.19330698913557215,0.3597394699373651
565,EOS-USD,STX-USD,0.7097621129297773,0.41686967021358007,0.5097074929040193,0.23604112389990273,0.2748845523197829,0.2554628381098428,0.23604112389990273,0.2748845523197829
566,BCH-USD,TON-USD,0.7095524616960591,0.16435119370883944,0.20338224358772516,0.00587729720880702,0.01089829271465865,0.008387794961732836,0.00587729720880702,0.01089829271465865
567,EOS-USD,VET-USD,0.7091098195191496,0.41686967021358007,0.043741794496021606,,,,,
568,MKR-USD,DEXE-USD,0.7089336856790368,0.10770144323634001,0.18532151361651944,0.01335377913019825,0.012172843936145225,0.012763311533171737,0.012172843936145225,0.01335377913019825
569,DEXE-USD,AAVE-USD,0.7087813510494356,0.18532151361651944,0.19755264821150764,0.014146327979425454,0.009264717458283682,0.011705522718854569,0.009264717458283682,0.014146327979425454
570,FLOKI-USD,XAUt-USD,0.7076053389183983,0.17350689475154707,0.9910422719692835,0.02474323834847454,0.6471465063364291,0.33594487234245185,0.02474323834847454,0.6471465063364291
571,FLOKI-USD,PAXG-USD,0.7054623526711861,0.17350689475154707,0.992451842943086,0.026142569475694426,0.6423280078689425,0.33423528867231844,0.026142569475694426,0.6423280078689425
572,ENS-USD,XLM-USD,0.7053327058516733,0.054455084304478624,0.5083038591547367,0.003815230388122332,0.26319593485196807,0.1335055826200452,0.003815230388122332,0.26319593485196807
573,SHIB-USD,BNB-USD,0.7052458469825055,0.012439310791162395,0.39955244942368556,,,,,
574,WLD-USD,OP-USD,0.704644391811347,0.2510743248519077,0.26705579518611156,0.32876315335569944,0.39240698214616415,0.3605850677509318,0.32876315335569944,0.39240698214616415
575,THETA-USD,ETC-USD,0.7035851632186078,0.1492778838825759,0.058213974803486876,0.000918386639850225,0.0003811785012888647,0.0006497825705695449,0.0003811785012888647,0.000918386639850225
576,JASMY-USD,BSV-USD,0.7032424264713114,0.00026624322843183914,0.27529847957408515,,,,,
577,AXS-USD,XTZ-USD,0.7031940431210435,0.3598935942172554,0.5396777417955337,0.4192822863960229,0.48365668596753864,0.45146948618178073,0.4192822863960229,0.48365668596753864
578,OKB-USD,TRX-USD,0.7028265409619315,0.6835740419461017,0.9592492139687313,0.6560032932610314,0.8602044464843696,0.7581038698727005,0.6560032932610314,0.8602044464843696
579,MOVE-USD,DOT-USD,0.7027594747002585,0.04170120270630093,0.08170805006608656,,,,,
580,BTT-USD,BCH-USD,0.7026331431395267,0.17488704924471832,0.11326969973687262,0.029982879961973078,0.03674872626165434,0.03336580311181371,0.029982879961973078,0.03674872626165434
581,RENDER-USD,GT-USD,0.7024715935214338,0.3523441951497079,0.9990583851363989,0.6794178510018638,1.0,0.8397089255009319,0.6794178510018638,1.0
582,LEO-USD,SOL-USD,0.7019581687053741,0.9768493074234049,0.8371735045947936,0.5770220939967559,0.260095404913612,0.4185587494551839,0.260095404913612,0.5770220939967559
583,STX-USD,TRUMP-USD,0.7015735328555571,0.5464704253195729,0.0213634159498655,,,,,
584,JASMY-USD,FLOW-USD,0.7012317852351849,0.00026624322843183914,0.008623085771332858,,,,,
585,GALA-USD,NEAR-USD,0.7011887177344126,0.07837732770924742,0.06143069669502614,0.00010663602638493733,3.6529509334749855e-05,7.158276785984359e-05,3.6529509334749855e-05,0.00010663602638493733
586,TRX-USD,DOGE-USD,0.7011741004599152,0.9592492139687313,0.07521340203989176,0.609207208091874,0.03712269802763783,0.3231649530597559,0.03712269802763783,0.609207208091874
587,LINK-USD,DOGE-USD,0.7010133924878256,0.18695943356765016,0.07521340203989176,0.33765567022602233,0.20475857434491918,0.2712071222854707,0.20475857434491918,0.33765567022602233
588,ICP-USD,LINK-USD,0.7007119734547471,0.01729771155688287,0.09554154466781789,,,,,
589,CRV-USD,BTT-USD,0.6999882855175004,1.5615731840826258e-14,0.21955334754554628,,,,,
590,CAKE-USD,JUP-USD,0.6995660916501019,0.24406290499693856,0.017774102082524185,,,,,
591,CRV-USD,TRUMP-USD,0.6995025387316297,1.5615731840826258e-14,0.02324483792634139,,,,,
592,XTZ-USD,MOVE-USD,0.6992270030736489,0.04095150703233428,0.04170120270630093,,,,,
593,KAS-USD,AVAX-USD,0.6991314987242976,0.6709424923707794,0.1942706006111274,0.3729335373155553,0.08756029919621144,0.23024691825588336,0.08756029919621144,0.3729335373155553
594,ADA-USD,ETH-USD,0.6986647271254887,0.24845350157836088,0.2945516390598798,0.4525317274078607,0.4722546295984071,0.4623931785031339,0.4525317274078607,0.4722546295984071
595,BCH-USD,DOGE-USD,0.6981948328043791,0.11326969973687262,0.07521340203989176,0.6134887734954385,0.6859587422043153,0.6497237578498769,0.6134887734954385,0.6859587422043153
596,AXS-USD,GALA-USD,0.6970497594111219,0.3598935942172554,0.07942353150984965,0.07745814218996928,0.010237415366343499,0.04384777877815639,0.010237415366343499,0.07745814218996928
597,QNT-USD,ATOM-USD,0.6970181495412758,0.20067424319827626,0.19112106943699508,0.40062865990794544,0.4134081882267453,0.40701842406734534,0.40062865990794544,0.4134081882267453
598,FLOKI-USD,DEXE-USD,0.6969585000098285,0.17350689475154707,0.9421919561096277,0.05698684835762807,0.49565199599594845,0.2763194221767883,0.05698684835762807,0.49565199599594845
599,ENS-USD,BCH-USD,0.6967885639090791,0.054455084304478624,0.06845426350018988,0.036016644482024816,0.2163602520364315,0.12618844825922815,0.036016644482024816,0.2163602520364315
600,ALGO-USD,TRUMP-USD,0.6964316749793245,0.5573176149076254,0.0213634159498655,,,,,
601,FLOW-USD,HBAR-USD,0.6963042131434176,0.27525229090413883,0.4574201300464924,0.5047290540058439,0.4393403474136357,0.4720347007097398,0.4393403474136357,0.5047290540058439
602,VET-USD,PI-USD,0.6962658257688463,0.043741794496021606,0.006132512879540812,,,,,
603,OM-USD,LEO-USD,0.6960480586170142,1.0,0.9696061300556577,1.0,0.4132881968467557,0.7066440984233778,0.4132881968467557,1.0
604,NEXO-USD,DOGE-USD,0.695375449689322,0.13705301752434623,0.07521340203989176,0.05245771508945804,0.036099219990159664,0.04427846753980885,0.036099219990159664,0.05245771508945804
605,NEXO-USD,NEAR-USD,0.6953250421465081,0.07928365796328285,0.06029034976459499,0.07738460758060757,0.06313896084039215,0.07026178421049986,0.06313896084039215,0.07738460758060757
606,MKR-USD,AAVE-USD,0.6952530339217543,0.11152161924286297,0.20165320520486646,0.3182053760380026,0.7268527947416754,0.522529085389839,0.3182053760380026,0.7268527947416754
607,RENDER-USD,LEO-USD,0.6944990557494279,0.3523441951497079,0.974021026120682,0.38988551013987766,0.9282199541628897,0.6590527321513837,0.38988551013987766,0.9282199541628897
608,KCS-USD,APT-USD,0.6943390085439518,0.07521979439944534,1.8665378638223977e-05,,,,,
609,NEO-USD,JUP-USD,0.6941168650416731,0.0748181336022598,0.010601604512072139,,,,,
610,NEXO-USD,XDC-USD,0.693948588036423,0.13705301752434623,0.3945205647904032,0.08783927706203165,0.2732603643019186,0.18054982068197512,0.08783927706203165,0.2732603643019186
611,ETC-USD,HBAR-USD,0.6934852410229156,0.058213974803486876,0.3947652426586486,0.005370583631073829,0.05321152517793143,0.02929105440450263,0.005370583631073829,0.05321152517793143
612,HBAR-USD,ETH-USD,0.6933313158818402,0.3947652426586486,0.2945516390598798,0.44982320376162294,0.32729696478020187,0.3885600842709124,0.32729696478020187,0.44982320376162294
613,ENS-USD,BSV-USD,0.693223571536723,0.054455084304478624,0.001590720051090787,,,,,
614,ATOM-USD,LTC-USD,0.6928574760051394,0.19112106943699508,0.2103245670274247,0.17856720505234353,0.23588780957566846,0.207227507314006,0.17856720505234353,0.23588780957566846
615,CAKE-USD,ATOM-USD,0.692741697726249,0.24406290499693856,0.28031641576243005,0.07075423450660143,0.23707883208012953,0.15391653329336547,0.07075423450660143,0.23707883208012953
616,QNT-USD,LDO-USD,0.6925135898976043,0.08835860310038773,0.004870819729986229,,,,,
617,BSV-USD,XTZ-USD,0.6919728043253046,0.11374325738281221,0.31849921913613366,0.006372956275942823,0.27775114289491293,0.14206204958542787,0.006372956275942823,0.27775114289491293
618,CRV-USD,EOS-USD,0.6918275203063569,1.5615731840826258e-14,0.5470060112222536,,,,,
619,FLOKI-USD,WLD-USD,0.6916960238896757,0.4157972690627664,0.2510743248519077,0.6521078034574248,0.525595511925014,0.5888516576912194,0.525595511925014,0.6521078034574248
620,XTZ-USD,FORM-USD,0.6914698991205919,0.6025489553603018,0.020504263514043896,,,,,
621,BCH-USD,HBAR-USD,0.6912466062728738,0.11326969973687262,0.3947652426586486,0.016432654199981755,0.050061176036362336,0.033246915118172043,0.016432654199981755,0.050061176036362336
622,FET-USD,ETH-USD,0.6910521353957553,0.1488123435611164,0.2945516390598798,0.10891061641623634,0.3266004667703982,0.21775554159331728,0.10891061641623634,0.3266004667703982
623,WLD-USD,ETH-USD,0.6902287737143168,0.2510743248519077,0.5413642381255657,0.15773730243242634,0.26369549968298966,0.210716401057708,0.15773730243242634,0.26369549968298966
624,BCH-USD,ADA-USD,0.6901705131943794,0.11326969973687262,0.24845350157836088,0.05620803025138525,0.09286585481456272,0.074536942532974,0.05620803025138525,0.09286585481456272
625,BGB-USD,BTC-USD,0.6899276227293353,0.9959896223745187,0.9885419376830071,0.5228045043070907,0.2249519765217191,0.37387824041440487,0.2249519765217191,0.5228045043070907
626,FLOKI-USD,TRX-USD,0.6898163262392851,0.17350689475154707,0.9733438263824242,0.07476100880858073,0.7838926532391888,0.42932683102388475,0.07476100880858073,0.7838926532391888
627,CAKE-USD,XDC-USD,0.6898075923316036,0.24406290499693856,0.263852859774504,0.7638765453170732,0.8595733854317525,0.8117249653744129,0.7638765453170732,0.8595733854317525
628,FORM-USD,ALGO-USD,0.6893213312793716,0.020504263514043896,0.6256560072208248,,,,,
629,XMR-USD,BCH-USD,0.6891222988398594,0.09629483712039766,0.11326969973687262,0.22921837375846998,0.3039674715071054,0.26659292263278767,0.22921837375846998,0.3039674715071054
630,ALGO-USD,XMR-USD,0.6890044866964964,0.5047636489909278,0.09629483712039766,0.19967974447483172,0.057218377419307805,0.12844906094706976,0.057218377419307805,0.19967974447483172
631,HBAR-USD,AVAX-USD,0.6884923992468565,0.39440887547881553,0.13933565730774095,0.4675601503131685,0.286197904728057,0.37687902752061275,0.286197904728057,0.4675601503131685
632,AXS-USD,HBAR-USD,0.6883472080923277,0.3598935942172554,0.38868982058381324,0.6428079837185057,0.672461686126695,0.6576348349226003,0.6428079837185057,0.672461686126695
633,NEAR-USD,SHIB-USD,0.688110866358748,0.06029034976459499,0.011080598274254215,,,,,
634,ENS-USD,NEXO-USD,0.6880693137508896,0.054455084304478624,0.06945436090075856,0.4379364335694315,0.2850711447606231,0.36150378916502734,0.2850711447606231,0.4379364335694315
635,NEXO-USD,FIL-USD,0.6876124937706963,0.13705301752434623,0.12961118856112314,0.19919127380348062,0.16123098112204443,0.18021112746276252,0.16123098112204443,0.19919127380348062
636,QNT-USD,ETH-USD,0.6871670954390178,0.20067424319827626,0.2945516390598798,0.15692293308248834,0.3059378986860303,0.2314304158842593,0.15692293308248834,0.3059378986860303
637,GT-USD,DOGE-USD,0.6867883640895545,0.999079048442825,0.07521340203989176,0.9913877476261787,0.05262366774880936,0.522005707687494,0.05262366774880936,0.9913877476261787
638,NEXO-USD,AVAX-USD,0.6857570529304197,0.08137626413657628,0.13933565730774095,0.11034996485103293,0.34929746287617985,0.2298237138636064,0.11034996485103293,0.34929746287617985
639,NEAR-USD,ETH-USD,0.6854847446340993,0.06029034976459499,0.10218254054823789,0.029459965160364525,0.12957260738258625,0.07951628627147539,0.029459965160364525,0.12957260738258625
640,FLOKI-USD,SHIB-USD,0.6846302328124451,0.17350689475154707,0.01138875496220135,,,,,
641,MOVE-USD,TON-USD,0.6844403153670748,0.04170120270630093,0.05992208859370867,,,,,
642,PI-USD,LINK-USD,0.6842799480807396,0.006132512879540812,0.18695943356765016,,,,,
643,FIL-USD,ADA-USD,0.6840338181064916,0.12961118856112314,0.24845350157836088,0.04435445659407394,0.05301756880705171,0.04868601270056283,0.04435445659407394,0.05301756880705171
644,CRV-USD,GALA-USD,0.6837815867760852,0.11291292611006087,0.07837732770924742,0.044099559476230905,0.014087474281277575,0.02909351687875424,0.014087474281277575,0.044099559476230905
645,PAXG-USD,BGB-USD,0.6836675016585066,0.9924703217764194,0.9959896223745187,0.5878369811795392,0.5171511369196816,0.5524940590496104,0.5171511369196816,0.5878369811795392
